Y/M/D,Team,VS_Team,SET_Won,SET_Lost,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total
2021-05-28,Bulgaria,France,0,3,25,21,23,-,-,27,25,25,-,-,14,9,2,3,-,9,5,11,25,2,7,0,9,3,5,18,26,8,1,10,19,3,0,5,2,0,22,24
2021-05-28,Bulgaria,France,0,3,25,21,23,-,-,27,25,25,-,-,13,12,1,0,-,12,6,5,23,1,0,2,3,0,6,15,21,10,2,5,17,2,0,2,1,0,22,23
2021-05-28,Bulgaria,France,0,3,25,21,23,-,-,27,25,25,-,-,18,15,2,1,-,15,4,9,28,2,0,0,2,1,6,17,24,4,1,15,20,4,0,4,0,0,31,31
2021-05-28,France,Bulgaria,3,0,27,25,25,-,-,25,21,23,-,-,17,14,2,1,-,14,5,8,27,2,1,0,3,1,7,18,26,9,3,9,21,7,0,8,2,1,25,28
2021-05-28,France,Bulgaria,3,0,27,25,25,-,-,25,21,23,-,-,17,11,4,2,-,11,1,12,24,4,2,1,7,2,8,15,25,7,0,8,15,2,0,2,0,0,23,23
2021-05-28,France,Bulgaria,3,0,27,25,25,-,-,25,21,23,-,-,16,14,1,1,-,14,2,10,26,1,1,0,2,1,4,19,24,8,1,9,18,2,0,3,1,0,22,23
2021-05-28,Australia,Germany,0,3,19,18,16,-,-,25,25,25,-,-,12,10,2,0,-,10,2,9,21,2,8,0,10,0,6,14,20,5,2,9,16,3,3,7,4,1,15,20
2021-05-28,Australia,Germany,0,3,19,18,16,-,-,25,25,25,-,-,10,10,0,0,-,10,5,8,23,0,5,4,9,0,3,15,18,4,1,14,19,5,6,11,5,0,16,21
2021-05-28,Australia,Germany,0,3,19,18,16,-,-,25,25,25,-,-,9,8,1,0,-,8,2,7,17,1,7,2,10,0,6,11,17,4,2,12,18,6,2,8,6,2,11,19
2021-05-28,Germany,Australia,3,0,25,25,25,-,-,19,18,16,-,-,17,14,1,2,-,14,2,5,21,1,5,3,9,2,7,14,23,6,0,8,14,9,1,10,8,0,14,22
2021-05-28,Germany,Australia,3,0,25,25,25,-,-,19,18,16,-,-,20,16,3,1,-,16,2,9,27,3,4,2,9,1,6,18,25,6,0,9,15,12,1,14,8,0,19,27
2021-05-28,Germany,Australia,3,0,25,25,25,-,-,19,18,16,-,-,15,12,1,2,-,12,2,8,22,1,6,2,9,2,6,16,24,2,0,9,11,9,0,10,5,0,17,22
2021-05-28,Iran,Japan,0,3,19,22,24,-,-,25,25,26,-,-,15,14,1,0,-,14,4,9,27,1,0,0,1,0,6,13,19,13,0,10,23,1,0,2,0,0,27,27
2021-05-28,Iran,Japan,0,3,19,22,24,-,-,25,25,26,-,-,19,12,7,0,-,12,4,11,27,7,0,0,7,0,7,16,23,8,0,13,21,3,0,3,1,1,26,28
2021-05-28,Iran,Japan,0,3,19,22,24,-,-,25,25,26,-,-,16,15,0,1,-,15,4,11,30,0,0,0,0,1,3,20,24,10,2,12,24,1,0,1,8,0,22,30
2021-05-28,Japan,Iran,3,0,25,25,26,-,-,19,22,24,-,-,17,15,2,0,-,15,3,7,25,2,0,1,3,0,2,23,25,7,0,6,13,2,0,2,0,0,25,25
2021-05-28,Japan,Iran,3,0,25,25,26,-,-,19,22,24,-,-,16,13,3,0,-,13,7,14,34,3,0,0,3,0,3,21,24,7,0,9,16,2,0,2,0,0,34,34
2021-05-28,Japan,Iran,3,0,25,25,26,-,-,19,22,24,-,-,21,17,2,2,-,17,3,15,35,2,3,1,6,2,2,22,26,11,1,9,21,6,0,7,4,1,30,35
2021-05-28,Serbia,Slovenia,3,1,22,25,36,25,-,25,18,34,18,-,18,16,2,0,-,16,6,15,37,2,6,1,9,0,5,17,22,5,1,16,22,11,0,11,12,0,24,36
2021-05-28,Serbia,Slovenia,3,1,22,25,36,25,-,25,18,34,18,-,21,16,3,2,-,16,2,4,22,3,2,1,6,2,5,18,25,4,0,10,14,4,3,7,8,0,12,20
2021-05-28,Serbia,Slovenia,3,1,22,25,36,25,-,25,18,34,18,-,26,21,5,0,-,21,9,10,40,5,10,2,17,0,6,29,35,12,2,13,27,14,3,18,10,0,31,41
2021-05-28,Serbia,Slovenia,3,1,22,25,36,25,-,25,18,34,18,-,18,13,4,1,-,13,2,7,22,4,5,0,9,1,3,21,25,5,1,10,16,6,3,10,7,0,15,22
2021-05-28,Slovenia,Serbia,1,3,25,18,34,18,-,22,25,36,25,-,16,13,2,1,-,13,3,11,27,2,2,2,6,1,3,21,25,4,0,13,17,10,7,18,10,0,16,26
2021-05-28,Slovenia,Serbia,1,3,25,18,34,18,-,22,25,36,25,-,13,11,2,0,-,11,3,7,21,2,3,1,6,0,4,14,18,4,2,14,20,4,7,12,13,0,8,21
2021-05-28,Slovenia,Serbia,1,3,25,18,34,18,-,22,25,36,25,-,23,17,4,2,-,17,6,14,37,4,4,3,11,2,8,25,35,11,0,18,29,8,8,17,11,1,26,38
2021-05-28,Slovenia,Serbia,1,3,25,18,34,18,-,22,25,36,25,-,14,12,1,1,-,12,9,5,26,1,5,1,7,1,2,15,18,7,1,14,22,5,5,12,9,0,16,25
2021-05-28,Netherlands,Russia,1,3,19,22,25,20,-,25,25,18,25,-,13,11,2,0,-,11,3,13,27,2,8,1,11,0,4,15,19,4,2,16,22,9,3,12,5,0,21,26
2021-05-28,Netherlands,Russia,1,3,19,22,25,20,-,25,25,18,25,-,13,13,0,0,-,13,3,4,20,0,4,1,5,0,8,15,23,1,1,15,17,7,3,10,8,0,12,20
2021-05-28,Netherlands,Russia,1,3,19,22,25,20,-,25,25,18,25,-,19,13,1,5,-,13,7,6,26,1,3,8,12,5,2,17,24,4,1,9,14,13,1,17,8,0,18,26
2021-05-28,Netherlands,Russia,1,3,19,22,25,20,-,25,25,18,25,-,16,12,3,1,-,12,1,3,16,3,6,5,14,1,4,16,21,6,6,9,21,4,2,8,6,0,10,16
2021-05-28,Russia,Netherlands,3,1,25,25,18,25,-,19,22,25,20,-,20,16,2,2,-,16,5,8,29,2,6,6,14,2,3,20,25,5,0,10,15,13,2,17,7,0,19,26
2021-05-28,Russia,Netherlands,3,1,25,25,18,25,-,19,22,25,20,-,17,13,3,1,-,13,1,5,19,3,5,3,11,1,7,16,24,6,0,9,15,4,7,11,12,0,6,18
2021-05-28,Russia,Netherlands,3,1,25,25,18,25,-,19,22,25,20,-,13,8,4,1,-,8,2,13,23,4,3,4,11,1,5,13,19,2,5,15,22,7,5,12,7,0,15,22
2021-05-28,Russia,Netherlands,3,1,25,25,18,25,-,19,22,25,20,-,21,14,1,6,-,14,3,6,23,1,10,1,12,6,3,15,24,7,1,9,17,7,2,9,12,0,10,22
2021-05-28,Canada,United States,0,3,17,24,20,-,-,25,26,25,-,-,10,10,0,0,-,10,3,15,28,0,5,4,9,0,3,15,18,7,1,11,19,9,5,15,5,1,22,28
2021-05-28,Canada,United States,0,3,17,24,20,-,-,25,26,25,-,-,18,14,3,1,-,14,3,12,29,3,2,5,10,1,4,19,24,5,1,15,21,18,5,23,7,1,22,30
2021-05-28,Canada,United States,0,3,17,24,20,-,-,25,26,25,-,-,11,6,3,2,-,6,10,7,23,3,3,2,8,2,2,17,21,5,2,11,18,9,1,10,6,0,17,23
2021-05-28,United States,Canada,3,0,25,26,25,-,-,17,24,20,-,-,18,16,1,1,-,16,2,13,31,1,1,4,6,1,5,18,24,7,0,8,15,17,7,24,8,0,24,32
2021-05-28,United States,Canada,3,0,25,26,25,-,-,17,24,20,-,-,19,17,1,1,-,17,4,20,41,1,6,2,9,1,5,20,26,7,1,12,20,16,2,18,13,0,24,37
2021-05-28,United States,Canada,3,0,25,26,25,-,-,17,24,20,-,-,15,10,3,2,-,10,6,9,25,3,1,2,6,2,6,16,24,5,2,12,19,7,2,9,9,0,13,22
2021-05-28,Italy,Poland,0,3,19,20,18,-,-,25,25,25,-,-,13,10,3,0,-,10,3,12,25,3,3,3,9,0,6,14,20,4,5,10,19,8,4,15,11,0,0,11
2021-05-28,Italy,Poland,0,3,19,20,18,-,-,25,25,25,-,-,16,13,3,0,-,13,5,14,32,3,4,6,13,0,4,16,20,4,2,16,22,11,3,17,3,0,0,3
2021-05-28,Italy,Poland,0,3,19,20,18,-,-,25,25,25,-,-,10,10,0,0,-,10,4,14,28,0,4,6,10,0,5,14,19,3,2,14,19,9,1,15,9,0,1,10
2021-05-28,Poland,Italy,3,0,25,25,25,-,-,19,20,18,-,-,18,11,2,5,-,11,3,7,21,2,1,4,7,5,5,14,24,11,0,3,14,8,3,13,10,0,0,10
2021-05-28,Poland,Italy,3,0,25,25,25,-,-,19,20,18,-,-,19,14,3,2,-,14,4,9,27,3,8,11,22,2,3,20,25,5,0,11,16,11,0,13,9,0,0,9
2021-05-28,Poland,Italy,3,0,25,25,25,-,-,19,20,18,-,-,19,14,3,2,-,14,3,14,31,3,2,9,14,2,5,17,24,9,0,5,14,13,3,18,11,0,0,11
2021-05-28,Argentina,Brazil,0,3,29,24,16,-,-,31,26,25,-,-,22,16,5,1,-,16,5,8,29,5,3,2,10,1,6,22,29,6,4,18,28,9,2,11,11,0,18,29
2021-05-28,Argentina,Brazil,0,3,29,24,16,-,-,31,26,25,-,-,21,14,5,2,-,14,4,8,26,5,7,0,12,2,6,17,25,7,0,15,22,8,2,10,6,1,16,23
2021-05-28,Argentina,Brazil,0,3,29,24,16,-,-,31,26,25,-,-,11,8,3,0,-,8,4,11,23,3,6,1,10,0,3,13,16,6,3,13,22,5,5,10,5,1,18,24
2021-05-28,Brazil,Argentina,3,0,31,26,25,-,-,29,24,16,-,-,19,15,0,4,-,15,9,9,33,0,6,2,8,4,3,24,31,13,1,9,23,11,6,17,11,0,21,32
2021-05-28,Brazil,Argentina,3,0,31,26,25,-,-,29,24,16,-,-,19,15,4,0,-,15,5,6,26,4,4,2,10,0,3,22,25,6,2,11,19,8,2,10,7,0,21,28
2021-05-28,Brazil,Argentina,3,0,31,26,25,-,-,29,24,16,-,-,19,14,2,3,-,14,5,6,25,2,3,0,5,3,3,19,25,7,0,6,13,12,3,15,6,0,19,25
2021-05-29,France,Germany,3,2,22,25,22,25,17,25,22,25,16,15,14,12,2,0,-,12,5,8,25,2,4,1,7,0,3,20,23,7,3,8,18,9,5,16,9,0,0,9
2021-05-29,France,Germany,3,2,22,25,22,25,17,25,22,25,16,15,20,19,1,0,-,19,2,9,30,1,2,6,9,0,5,19,24,8,1,10,19,12,6,18,10,0,1,11
2021-05-29,France,Germany,3,2,22,25,22,25,17,25,22,25,16,15,13,11,2,0,-,11,3,8,22,2,2,0,4,0,9,14,23,6,1,9,16,4,3,7,6,0,0,6
2021-05-29,France,Germany,3,2,22,25,22,25,17,25,22,25,16,15,19,13,5,1,-,13,2,9,24,5,6,3,14,1,2,21,24,9,0,6,15,8,1,10,10,0,1,11
2021-05-29,France,Germany,3,2,22,25,22,25,17,25,22,25,16,15,13,8,1,4,-,8,3,6,17,1,4,3,8,4,1,12,17,8,0,5,13,4,2,7,5,0,1,6
2021-05-29,Germany,France,2,3,25,22,25,16,15,22,25,22,25,17,19,13,3,3,-,13,4,10,27,3,3,3,9,3,6,15,24,7,0,13,20,7,3,11,11,0,0,11
2021-05-29,Germany,France,2,3,25,22,25,16,15,22,25,22,25,17,17,14,2,1,-,14,1,13,28,2,5,2,9,1,4,18,23,6,0,13,19,9,4,14,10,0,0,10
2021-05-29,Germany,France,2,3,25,22,25,16,15,22,25,22,25,17,15,12,2,1,-,12,3,6,21,2,5,1,8,1,8,15,24,9,0,5,14,5,1,7,7,0,0,7
2021-05-29,Germany,France,2,3,25,22,25,16,15,22,25,22,25,17,14,12,2,0,-,12,7,9,28,2,7,2,11,0,2,15,17,10,1,11,22,6,2,9,11,1,0,12
2021-05-29,Germany,France,2,3,25,22,25,16,15,22,25,22,25,17,14,11,3,0,-,11,2,9,22,3,2,0,5,0,2,13,15,4,4,8,16,8,0,8,6,1,0,7
2021-05-29,Iran,Russia,1,3,17,25,20,17,-,25,20,25,25,-,11,10,1,0,-,10,3,9,22,1,3,1,5,0,7,11,18,3,1,14,18,7,2,9,7,1,0,8
2021-05-29,Iran,Russia,1,3,17,25,20,17,-,25,20,25,25,-,15,12,0,3,-,12,1,12,25,0,5,9,14,3,4,17,24,8,2,6,16,13,3,17,8,0,0,8
2021-05-29,Iran,Russia,1,3,17,25,20,17,-,25,20,25,25,-,15,14,1,0,-,14,6,9,29,1,5,7,13,0,4,17,21,7,1,11,19,12,2,14,8,0,0,8
2021-05-29,Iran,Russia,1,3,17,25,20,17,-,25,20,25,25,-,14,13,1,0,-,13,5,10,28,1,11,2,14,0,3,14,17,9,0,13,22,7,0,9,6,0,0,6
2021-05-29,Russia,Iran,3,1,25,20,25,25,-,17,25,20,17,-,16,13,2,1,-,13,2,4,19,2,8,5,15,1,5,17,23,5,0,6,11,6,0,9,8,0,1,9
2021-05-29,Russia,Iran,3,1,25,20,25,25,-,17,25,20,17,-,15,13,0,2,-,13,4,13,30,0,7,8,15,2,5,14,21,7,3,10,20,14,2,19,12,0,0,12
2021-05-29,Russia,Iran,3,1,25,20,25,25,-,17,25,20,17,-,20,14,5,1,-,14,1,10,25,5,8,4,17,1,5,18,24,3,0,14,17,10,3,13,7,0,0,7
2021-05-29,Russia,Iran,3,1,25,20,25,25,-,17,25,20,17,-,20,17,3,0,-,17,1,6,24,3,5,3,11,0,3,22,25,6,0,8,14,10,1,14,10,0,1,11
2021-05-29,Japan,Netherlands,3,2,22,23,25,25,15,25,25,22,17,8,18,16,0,2,-,16,4,6,26,0,0,2,2,2,4,16,22,12,1,10,23,4,2,6,7,0,19,26
2021-05-29,Japan,Netherlands,3,2,22,23,25,25,15,25,25,22,17,8,16,14,2,0,-,14,1,13,28,2,4,1,7,0,5,19,24,12,0,7,19,4,2,7,8,0,19,27
2021-05-29,Japan,Netherlands,3,2,22,23,25,25,15,25,25,22,17,8,14,13,1,0,-,13,5,4,22,1,0,2,3,0,7,17,24,5,2,9,16,4,0,4,6,0,17,23
2021-05-29,Japan,Netherlands,3,2,22,23,25,25,15,25,25,22,17,8,17,16,1,0,-,16,1,7,24,1,3,0,4,0,5,20,25,6,1,7,14,3,3,7,5,0,19,24
2021-05-29,Japan,Netherlands,3,2,22,23,25,25,15,25,25,22,17,8,9,7,2,0,-,7,0,3,10,2,4,2,8,0,1,13,14,3,0,2,5,4,1,7,3,0,5,8
2021-05-29,Netherlands,Japan,2,3,25,25,22,17,8,22,23,25,25,15,19,16,2,1,-,16,1,6,23,2,3,1,6,1,2,22,25,7,2,9,18,6,4,10,8,1,13,22
2021-05-29,Netherlands,Japan,2,3,25,25,22,17,8,22,23,25,25,15,20,19,1,0,-,19,3,5,27,1,0,2,3,0,5,19,24,7,0,12,19,9,6,16,7,1,19,27
2021-05-29,Netherlands,Japan,2,3,25,25,22,17,8,22,23,25,25,15,12,8,2,2,-,8,5,12,25,2,6,0,8,2,7,14,23,8,0,9,17,3,1,4,5,0,18,23
2021-05-29,Netherlands,Japan,2,3,25,25,22,17,8,22,23,25,25,15,12,10,1,1,-,10,5,9,24,1,5,1,7,1,3,13,17,5,0,15,20,3,0,3,5,1,19,25
2021-05-29,Netherlands,Japan,2,3,25,25,22,17,8,22,23,25,25,15,7,7,0,0,-,7,4,6,17,0,1,1,2,0,4,5,9,6,0,7,13,3,2,5,5,0,12,17
2021-05-29,Australia,Bulgaria,0,3,21,20,20,-,-,25,25,25,-,-,11,10,1,0,-,10,6,7,23,1,1,4,6,0,4,17,21,2,4,13,19,8,3,15,2,0,21,23
2021-05-29,Australia,Bulgaria,0,3,21,20,20,-,-,25,25,25,-,-,11,9,1,1,-,9,4,5,18,1,3,1,5,1,4,16,21,3,6,8,17,5,6,12,2,0,16,18
2021-05-29,Australia,Bulgaria,0,3,21,20,20,-,-,25,25,25,-,-,8,7,1,0,-,7,5,16,28,1,8,4,13,0,3,17,20,5,3,11,19,12,3,19,6,1,19,26
2021-05-29,Bulgaria,Australia,3,0,25,25,25,-,-,21,20,20,-,-,17,11,2,4,-,11,5,7,23,2,9,5,16,4,6,15,25,7,0,10,17,5,0,7,11,0,11,22
2021-05-29,Bulgaria,Australia,3,0,25,25,25,-,-,21,20,20,-,-,19,11,2,6,-,11,3,4,18,2,5,1,8,6,7,11,24,7,1,9,17,2,2,7,7,0,11,18
2021-05-29,Bulgaria,Australia,3,0,25,25,25,-,-,21,20,20,-,-,16,12,1,3,-,12,6,15,33,1,4,7,12,3,6,16,25,5,0,12,17,16,1,18,4,1,28,33
2021-05-29,Poland,Serbia,3,1,26,25,21,25,-,24,19,25,15,-,21,15,4,2,-,15,5,10,30,4,6,1,11,2,6,17,25,7,0,14,21,10,3,13,8,0,22,30
2021-05-29,Poland,Serbia,3,1,26,25,21,25,-,24,19,25,15,-,19,11,3,5,-,11,2,8,21,3,6,3,12,5,4,16,25,2,1,12,15,7,1,10,4,0,17,21
2021-05-29,Poland,Serbia,3,1,26,25,21,25,-,24,19,25,15,-,17,11,2,4,-,11,3,7,21,2,8,3,13,4,5,12,21,11,3,8,22,1,1,2,8,0,12,20
2021-05-29,Poland,Serbia,3,1,26,25,21,25,-,24,19,25,15,-,19,9,4,6,-,9,0,11,20,4,4,2,10,6,5,14,25,5,2,4,11,11,2,13,5,0,16,21
2021-05-29,Serbia,Poland,1,3,24,19,25,15,-,26,25,21,25,-,13,12,1,0,-,12,5,6,23,1,8,1,10,0,4,21,25,4,2,13,19,9,1,11,8,0,13,21
2021-05-29,Serbia,Poland,1,3,24,19,25,15,-,26,25,21,25,-,14,12,1,1,-,12,5,10,27,1,2,0,3,1,4,14,19,9,5,7,21,12,1,14,9,0,17,26
2021-05-29,Serbia,Poland,1,3,24,19,25,15,-,26,25,21,25,-,17,13,1,3,-,13,3,4,20,1,4,1,6,3,3,19,25,2,4,10,16,9,5,14,5,0,15,20
